Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|O43143|DHX15_HUMAN,ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,DHX15,2.0086E+7,2.0429E+7,2.1139E+7,1.8221E+7,1.8790E+7,1.8901E+7,1.6007E+7,1.6507E+7,1.6738E+7,1.9313E+7,1.9173E+7,2.1147E+7,1.7602E+7,1.9093E+7,1.9373E+7,1.6263E+7,1.7981E+7,1.7080E+7
sp|O43791|SPOP_HUMAN,Speckle-type POZ protein OS=Homo sapiens OX=9606 GN=SPOP PE=1 SV=1,SPOP,1.3132E+5,1.8371E+5,2.0642E+5,1.0499E+5,1.3327E+5,1.5713E+5,6.8483E+4,2.1034E+5,1.7611E+5,2.2586E+5,2.4134E+5,2.1150E+5,6.4585E+4,1.5333E+5,2.0549E+5,7.2398E+4,1.9182E+5,1.9006E+5
sp|O75063|XYLK_HUMAN,Glycosaminoglycan xylosylkinase OS=Homo sapiens OX=9606 GN=FAM20B PE=1 SV=1,FAM20B,5.5846E+5,5.7438E+5,5.4926E+5,5.2266E+5,5.4073E+5,5.0707E+5,4.7301E+5,4.6583E+5,5.1079E+5,5.5406E+5,5.3396E+5,5.1182E+5,5.3932E+5,4.9415E+5,5.3297E+5,5.1591E+5,4.5572E+5,5.0712E+5
sp|O75319|DUS11_HUMAN,RNA/RNP complex-1-interacting phosphatase OS=Homo sapiens OX=9606 GN=DUSP11 PE=1 SV=2,DUSP11,6.4369E+5,7.3645E+5,6.5559E+5,6.0402E+5,8.0605E+5,6.5831E+5,7.2609E+5,7.2832E+5,7.5534E+5,4.8554E+5,5.4271E+5,6.1463E+5,6.9788E+5,8.0431E+5,6.5855E+5,4.7806E+5,7.5399E+5,6.2558E+5
sp|O94898|LRIG2_HUMAN,Leucine-rich repeats and immunoglobulin-like domains protein 2 OS=Homo sapiens OX=9606 GN=LRIG2 PE=1 SV=3,LRIG2,1.7906E+5,1.9808E+5,1.9266E+5,2.2543E+5,3.1776E+5,1.9591E+5,1.5067E+5,2.1427E+5,1.9078E+5,1.1861E+5,1.0298E+5,1.7941E+5,2.8774E+5,2.1719E+5,2.9310E+5,1.2590E+5,1.3711E+5,1.0285E+5
sp|O95562|SFT2B_HUMAN,Vesicle transport protein SFT2B OS=Homo sapiens OX=9606 GN=SFT2D2 PE=1 SV=1,SFT2D2,3.3350E+5,3.2727E+5,3.2022E+5,3.1391E+5,3.3065E+5,3.5699E+5,2.9583E+5,3.2202E+5,3.4414E+5,2.9091E+5,2.6430E+5,3.1586E+5,2.9597E+5,3.4050E+5,3.3140E+5,2.5579E+5,2.7600E+5,2.9384E+5
sp|P08572|CO4A2_HUMAN,Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4,COL4A2,1.9330E+5,1.7475E+5,1.8483E+5,2.1285E+5,1.7753E+5,2.1786E+5,1.2557E+5,1.5697E+5,1.3614E+5,1.7601E+5,1.8945E+5,1.9622E+5,2.1100E+5,2.2694E+5,2.0234E+5,1.6777E+5,1.5876E+5,1.7598E+5
sp|P17252|KPCA_HUMAN,Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4,PRKCA,1.0203E+6,1.1668E+6,1.3136E+6,1.2747E+6,1.3072E+6,1.3514E+6,2.0009E+6,1.2421E+6,2.1894E+6,1.4479E+6,1.1718E+6,1.3819E+6,1.2235E+6,1.5499E+6,1.3775E+6,1.0904E+6,1.7099E+6,1.1011E+6
sp|P20042|IF2B_HUMAN,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,EIF2S2,9.8381E+6,8.9743E+6,8.9750E+6,7.7404E+6,7.1657E+6,7.3081E+6,8.0785E+6,6.8770E+6,7.8929E+6,9.3816E+6,7.9880E+6,9.6719E+6,6.4252E+6,7.7304E+6,7.2993E+6,7.3878E+6,7.5493E+6,7.9665E+6
sp|P45983|MK08_HUMAN,Mitogen-activated protein kinase 8 OS=Homo sapiens OX=9606 GN=MAPK8 PE=1 SV=2,MAPK8,5.7632E+5,2.3105E+5,2.0455E+5,2.1834E+5,5.1823E+5,6.5202E+5,5.5137E+5,4.1145E+5,4.5395E+5,5.8012E+5,1.8528E+5,2.2180E+5,2.3121E+5,5.2416E+5,5.2999E+5,1.8839E+5,2.1639E+5,4.2293E+5
sp|P46695|IEX1_HUMAN,Radiation-inducible immediate-early gene IEX-1 OS=Homo sapiens OX=9606 GN=IER3 PE=1 SV=4,IER3,#N/A,#N/A,7.5929E+3,#N/A,5.9481E+3,2.3591E+3,3.6462E+3,#N/A,#N/A,#N/A,#N/A,4.3029E+3,#N/A,4.3341E+3,3.0843E+3,3.8634E+3,#N/A,4.1697E+3
sp|P55060|XPO2_HUMAN,Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,CSE1L,3.7215E+7,3.5878E+7,3.5392E+7,3.2631E+7,3.1307E+7,3.1589E+7,3.0012E+7,2.8671E+7,2.8529E+7,3.6074E+7,3.6022E+7,3.6754E+7,3.1411E+7,3.2247E+7,3.2111E+7,2.9280E+7,2.9463E+7,2.9853E+7
sp|P60891|PRPS1_HUMAN,Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2,PRPS1,8.4674E+6,8.3872E+6,8.6216E+6,6.3911E+6,6.4204E+6,6.3561E+6,6.7530E+6,6.7425E+6,6.7253E+6,8.4155E+6,7.9331E+6,8.8224E+6,6.3267E+6,6.7924E+6,6.5727E+6,6.5032E+6,6.6519E+6,6.7864E+6
sp|Q04656|ATP7A_HUMAN,Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A PE=1 SV=4,ATP7A,1.5741E+6,1.6716E+6,1.7035E+6,1.7010E+6,1.5327E+6,1.4806E+6,1.5439E+6,1.2843E+6,1.6274E+6,1.7858E+6,1.2589E+6,1.7004E+6,1.5764E+6,1.3656E+6,1.6902E+6,1.6104E+6,1.8657E+6,1.7648E+6
sp|Q06190|P2R3A_HUMAN,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1,PPP2R3A,3.9391E+4,5.4719E+4,4.0808E+4,4.6946E+4,4.5782E+4,3.6682E+4,6.5317E+4,1.8184E+4,2.1607E+4,3.6216E+4,5.0903E+4,5.2327E+4,6.1140E+4,4.2624E+4,3.6934E+4,4.9030E+4,2.6146E+4,3.8049E+4
sp|Q12929|EPS8_HUMAN,Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1,EPS8,1.4407E+5,2.0124E+5,1.6263E+5,1.7276E+5,2.2348E+5,2.1726E+5,1.9921E+5,1.8346E+5,2.5195E+5,1.6083E+5,9.5061E+4,1.4959E+5,1.6971E+5,1.3019E+5,9.8712E+4,2.0091E+5,2.0986E+5,1.3313E+5
sp|Q13103|SPP24_HUMAN,Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1,SPP2,3.6503E+4,4.1067E+4,4.5053E+4,#N/A,3.1150E+4,3.4630E+4,3.1738E+4,3.3357E+4,2.6012E+4,3.9451E+4,3.9315E+4,3.3324E+4,3.1086E+4,2.5749E+4,2.7127E+4,4.2399E+4,4.3864E+4,3.7417E+4
sp|Q14240|IF4A2_HUMAN,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2,EIF4A2,3.6788E+7,4.1192E+7,4.0592E+7,3.2224E+7,3.5243E+7,3.5234E+7,3.3447E+7,3.7444E+7,3.2779E+7,3.6175E+7,3.7395E+7,4.0064E+7,3.2736E+7,3.5603E+7,3.4559E+7,3.2442E+7,3.8680E+7,3.5596E+7
sp|Q15388|TOM20_HUMAN,Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens OX=9606 GN=TOMM20 PE=1 SV=1,TOMM20,1.3185E+6,1.0569E+6,1.0998E+6,1.2567E+6,1.0309E+6,1.1851E+6,9.1941E+5,8.6196E+5,7.5327E+5,1.1886E+6,1.1678E+6,1.0878E+6,1.0823E+6,1.7511E+6,1.1726E+6,1.0006E+6,8.0932E+5,8.9681E+5
sp|Q70IA6|MOB2_HUMAN,MOB kinase activator 2 OS=Homo sapiens OX=9606 GN=MOB2 PE=1 SV=1,MOB2,1.1520E+5,1.0773E+5,1.1252E+5,1.4548E+5,1.3099E+5,1.5007E+5,1.1428E+5,7.2579E+4,1.2866E+5,1.0184E+5,1.2246E+5,1.0835E+5,1.3719E+5,1.5131E+5,2.1039E+5,7.9900E+4,1.1237E+5,1.0235E+5
sp|Q7Z2W4|ZCCHV_HUMAN,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3,ZC3HAV1,7.1455E+6,7.1607E+6,7.0692E+6,6.5184E+6,6.6321E+6,6.3861E+6,6.4222E+6,6.2482E+6,5.9877E+6,6.8986E+6,7.2225E+6,7.4513E+6,6.7667E+6,7.4968E+6,7.0588E+6,6.4245E+6,6.8674E+6,6.4751E+6
sp|Q86VV8|RTTN_HUMAN,Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=3,RTTN,2.0801E+5,2.3064E+5,2.2088E+5,2.2679E+5,2.8541E+5,2.2732E+5,2.1589E+5,2.1925E+5,2.6481E+5,1.9414E+5,2.1947E+5,1.7949E+5,2.0803E+5,2.1117E+5,3.1090E+5,2.0782E+5,2.5874E+5,1.9675E+5
sp|Q8IVG5|SAM9L_HUMAN,Sterile alpha motif domain-containing protein 9-like OS=Homo sapiens OX=9606 GN=SAMD9L PE=1 SV=2,SAMD9L,4.3220E+5,3.5768E+5,3.5903E+5,4.7071E+5,3.3619E+5,3.4723E+5,3.3947E+5,3.3459E+5,3.8420E+5,3.0489E+5,3.2846E+5,4.1216E+5,2.1796E+5,3.0297E+5,3.6699E+5,2.4436E+5,3.3557E+5,2.9597E+5
sp|Q8N8N7|PTGR2_HUMAN,Prostaglandin reductase 2 OS=Homo sapiens OX=9606 GN=PTGR2 PE=1 SV=1,PTGR2,1.1286E+5,7.9181E+4,1.4902E+5,9.8439E+4,1.3456E+5,1.5471E+5,1.4051E+5,1.3737E+5,1.1451E+5,9.5242E+4,1.0100E+5,1.1201E+5,1.5715E+5,1.4962E+5,1.1043E+5,3.6768E+4,9.6837E+4,4.8923E+4
sp|Q8NCR0|B3GL2_HUMAN,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GALNT2 PE=1 SV=1",B3GALNT2,1.0251E+5,9.1095E+4,8.5962E+4,1.1379E+5,9.3599E+4,1.0814E+5,1.0555E+5,1.3077E+5,1.6377E+5,1.2133E+5,1.1938E+5,1.1282E+5,8.7570E+4,9.5917E+4,9.5689E+4,8.8890E+4,1.0994E+5,2.0670E+5
sp|Q8ND30|LIPB2_HUMAN,Liprin-beta-2 OS=Homo sapiens OX=9606 GN=PPFIBP2 PE=1 SV=3,PPFIBP2,1.2954E+5,8.6777E+4,1.3833E+5,1.6827E+5,2.1507E+5,2.1720E+5,2.4762E+5,1.7449E+5,1.9192E+5,9.6600E+4,1.3335E+5,1.6194E+5,1.6935E+5,1.6157E+5,1.7805E+5,1.7812E+5,2.0425E+5,2.0001E+5
sp|Q8NFH5|NUP35_HUMAN,Nucleoporin NUP35 OS=Homo sapiens OX=9606 GN=NUP35 PE=1 SV=1,NUP35,2.2529E+6,2.1317E+6,2.2109E+6,2.0072E+6,1.9247E+6,1.8950E+6,1.8480E+6,1.7309E+6,1.7700E+6,2.1133E+6,2.1409E+6,2.1590E+6,1.9090E+6,2.0892E+6,2.0685E+6,1.7842E+6,1.8794E+6,1.8503E+6
sp|Q8NFT8|DNER_HUMAN,Delta and Notch-like epidermal growth factor-related receptor OS=Homo sapiens OX=9606 GN=DNER PE=1 SV=1,DNER,2.7866E+5,3.5236E+5,2.7947E+5,2.9031E+5,2.8546E+5,2.3280E+5,2.1335E+5,2.4134E+5,3.2018E+5,1.8296E+5,2.0309E+5,2.9474E+5,1.9720E+5,2.4456E+5,2.5425E+5,2.1438E+5,1.9018E+5,1.6904E+5
sp|Q8WV41|SNX33_HUMAN,Sorting nexin-33 OS=Homo sapiens OX=9606 GN=SNX33 PE=1 SV=1,SNX33,2.6087E+5,2.6881E+5,3.6490E+5,2.7899E+5,3.3300E+5,3.1250E+5,3.0509E+5,3.3532E+5,2.8235E+5,2.8477E+5,3.4807E+5,2.9475E+5,3.2917E+5,2.7818E+5,2.9452E+5,2.2573E+5,2.5623E+5,2.8016E+5
sp|Q96D53|COQ8B_HUMAN,"Atypical kinase COQ8B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8B PE=1 SV=2",COQ8B,9.2346E+5,8.3369E+5,9.6548E+5,1.0377E+6,8.4718E+5,9.6135E+5,7.8680E+5,8.0247E+5,7.9420E+5,7.6176E+5,7.6509E+5,9.2344E+5,8.0122E+5,7.6489E+5,8.1910E+5,7.7151E+5,8.4829E+5,7.7517E+5
sp|Q99952|PTN18_HUMAN,Tyrosine-protein phosphatase non-receptor type 18 OS=Homo sapiens OX=9606 GN=PTPN18 PE=1 SV=2,PTPN18,1.4949E+4,4.6057E+4,2.8223E+4,4.4764E+3,3.7682E+4,3.4210E+4,3.6852E+4,5.0777E+4,4.6765E+4,2.1815E+4,3.6934E+4,4.1409E+4,4.3246E+4,4.9375E+4,5.9003E+4,6.9666E+3,1.4805E+4,1.2155E+4
sp|Q99967|CITE2_HUMAN,Cbp/p300-interacting transactivator 2 OS=Homo sapiens OX=9606 GN=CITED2 PE=1 SV=2,CITED2,4.3030E+3,2.8596E+3,5.2370E+3,#N/A,#N/A,4.7134E+3,#N/A,#N/A,#N/A,2.7379E+3,#N/A,#N/A,#N/A,2.9135E+3,2.7102E+3,#N/A,2.1722E+3,#N/A
sp|Q9BRT3|MIEN1_HUMAN,Migration and invasion enhancer 1 OS=Homo sapiens OX=9606 GN=MIEN1 PE=1 SV=1,MIEN1,2.4583E+5,1.8803E+5,1.7446E+5,1.6494E+5,1.6407E+5,1.4754E+5,1.8558E+5,1.5253E+5,1.4384E+5,1.7862E+5,1.8521E+5,1.6544E+5,1.8106E+5,1.7132E+5,1.5762E+5,1.3040E+5,1.7931E+5,1.7301E+5
sp|Q9BVL2|NUP58_HUMAN,Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1,NUP58,1.2786E+6,1.2587E+6,1.3255E+6,1.2368E+6,1.2546E+6,1.2844E+6,1.2928E+6,1.1693E+6,1.2569E+6,1.2517E+6,1.0684E+6,1.4750E+6,1.2178E+6,1.2395E+6,1.3512E+6,1.0710E+6,1.3831E+6,1.4074E+6
sp|Q9BXB4|OSB11_HUMAN,Oxysterol-binding protein-related protein 11 OS=Homo sapiens OX=9606 GN=OSBPL11 PE=1 SV=2,OSBPL11,1.2458E+6,1.1964E+6,1.3406E+6,1.1525E+6,1.5649E+6,2.2614E+6,1.6573E+6,1.6646E+6,1.6206E+6,8.2871E+5,1.0881E+6,1.1692E+6,9.5708E+5,1.2130E+6,1.1757E+6,1.2556E+6,1.0864E+6,1.1830E+6
sp|Q9H0R5|GBP3_HUMAN,Guanylate-binding protein 3 OS=Homo sapiens OX=9606 GN=GBP3 PE=1 SV=3,GBP3,1.0128E+5,1.2762E+5,1.3867E+5,7.8208E+4,1.0816E+5,1.0595E+5,8.6352E+4,1.1885E+5,1.2814E+5,9.7539E+4,8.9429E+4,1.2747E+5,1.0210E+5,1.1344E+5,1.2799E+5,6.0710E+4,1.2217E+5,1.2444E+5
sp|Q9NQH7|XPP3_HUMAN,Xaa-Pro aminopeptidase 3 OS=Homo sapiens OX=9606 GN=XPNPEP3 PE=1 SV=1,XPNPEP3,2.2172E+5,1.7689E+5,1.9022E+5,2.2284E+5,2.1074E+5,2.0093E+5,2.5003E+5,2.1044E+5,2.3927E+5,1.2165E+5,2.1037E+5,1.9547E+5,2.3056E+5,2.4129E+5,2.5615E+5,1.5943E+5,1.9233E+5,2.6484E+5
sp|Q9NTJ3|SMC4_HUMAN,Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2,SMC4,1.1527E+7,1.0934E+7,1.1371E+7,1.1743E+7,1.0965E+7,1.1064E+7,1.0407E+7,9.9720E+6,1.0454E+7,1.1170E+7,1.1306E+7,1.1788E+7,1.2302E+7,1.1678E+7,1.3328E+7,1.0705E+7,1.1087E+7,1.0030E+7
sp|Q9P2H3|IFT80_HUMAN,Intraflagellar transport protein 80 homolog OS=Homo sapiens OX=9606 GN=IFT80 PE=1 SV=3,IFT80,1.6369E+4,1.4688E+4,6.7963E+3,1.3576E+4,2.7795E+3,2.1601E+4,4.2254E+4,2.1106E+4,2.7759E+3,6.4162E+3,#N/A,1.4501E+4,3.2445E+4,9.1360E+3,2.2956E+4,#N/A,1.9731E+4,3.7968E+4
sp|Q9Y2R5|RT17_HUMAN,"28S ribosomal protein S17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1",MRPS17,8.2886E+5,1.0200E+6,9.6264E+5,8.7996E+5,9.3382E+5,9.1623E+5,7.5558E+5,7.4723E+5,7.8651E+5,9.3164E+5,8.7713E+5,9.4173E+5,8.8150E+5,9.0734E+5,8.8487E+5,7.0048E+5,8.1763E+5,7.9021E+5
sp|Q9Y3D9|RT23_HUMAN,"28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2",MRPS23,2.1645E+6,2.0858E+6,2.1389E+6,2.0497E+6,2.0698E+6,2.1148E+6,1.9667E+6,2.0039E+6,1.9472E+6,2.2029E+6,1.9824E+6,2.1652E+6,2.0730E+6,2.0152E+6,2.0597E+6,1.8643E+6,1.9359E+6,1.9407E+6
sp|Q9Y6Q6|TNR11_HUMAN,Tumor necrosis factor receptor superfamily member 11A OS=Homo sapiens OX=9606 GN=TNFRSF11A PE=1 SV=1,TNFRSF11A,1.3452E+4,5.7552E+4,2.6143E+4,4.9862E+4,3.6431E+4,2.0658E+4,4.0317E+4,5.2421E+4,1.0372E+4,2.5939E+4,3.0282E+4,7.5180E+4,2.8241E+4,2.4054E+4,3.6033E+4,1.9654E+5,3.7606E+4,3.2017E+4
sp|A8K8V0|ZN785_HUMAN,Zinc finger protein 785 OS=Homo sapiens OX=9606 GN=ZNF785 PE=1 SV=1,ZNF785,#N/A,8.2281E+3,8.3561E+3,4.8494E+3,5.6453E+3,1.5812E+4,9.7090E+3,6.1581E+3,#N/A,1.9600E+4,1.6661E+4,#N/A,1.1535E+4,2.4335E+3,7.3134E+3,3.1874E+3,3.0896E+3,2.7894E+3
sp|O14684|PTGES_HUMAN,Prostaglandin E synthase OS=Homo sapiens OX=9606 GN=PTGES PE=1 SV=2,PTGES,4.0295E+6,3.6774E+6,3.6727E+6,3.7887E+6,3.3695E+6,3.4258E+6,2.8738E+6,2.7696E+6,2.7606E+6,3.7203E+6,3.6247E+6,3.5439E+6,3.9376E+6,3.7744E+6,3.6149E+6,3.0369E+6,2.9071E+6,2.9007E+6
sp|O95147|DUS14_HUMAN,Dual specificity protein phosphatase 14 OS=Homo sapiens OX=9606 GN=DUSP14 PE=1 SV=1,DUSP14,7.4447E+4,5.4711E+4,1.4407E+5,1.1553E+5,1.5060E+5,1.7050E+5,9.9587E+4,1.2193E+5,1.2464E+5,6.6543E+4,1.0204E+5,3.2429E+4,6.5335E+4,3.6955E+5,1.0130E+5,3.8585E+4,4.9214E+4,3.7998E+4
sp|P08243|ASNS_HUMAN,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4,ASNS,3.7721E+6,3.6833E+6,3.6483E+6,3.3029E+6,3.2372E+6,3.3454E+6,3.2167E+6,3.3604E+6,3.3328E+6,3.7576E+6,3.2551E+6,3.7238E+6,3.2241E+6,3.3503E+6,3.5110E+6,3.2162E+6,3.4184E+6,3.5184E+6
sp|P21333|FLNA_HUMAN,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,FLNA,1.8845E+8,1.8471E+8,1.8549E+8,1.6121E+8,1.6036E+8,1.6065E+8,1.5003E+8,1.4982E+8,1.4904E+8,1.7911E+8,1.7954E+8,1.8399E+8,1.5480E+8,1.6200E+8,1.6224E+8,1.4204E+8,1.5052E+8,1.4710E+8
sp|P22466|GALA_HUMAN,Galanin peptides OS=Homo sapiens OX=9606 GN=GAL PE=1 SV=3,GAL,3.6057E+4,4.2273E+4,4.5837E+4,3.9511E+4,4.7811E+4,4.9908E+4,3.8079E+4,3.9362E+4,3.6609E+4,2.9004E+4,3.0371E+4,3.3483E+4,4.9918E+4,5.5123E+4,4.2944E+4,4.2128E+4,6.2923E+4,3.4088E+4
sp|P35658|NU214_HUMAN,Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2,NUP214,9.2310E+6,8.6521E+6,8.7199E+6,8.6328E+6,8.1089E+6,7.9921E+6,8.1780E+6,7.3748E+6,7.6231E+6,8.8778E+6,8.2686E+6,8.6434E+6,8.3133E+6,8.2149E+6,8.4393E+6,7.8378E+6,7.9775E+6,7.7825E+6
sp|P40938|RFC3_HUMAN,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,RFC3,3.7289E+6,3.6550E+6,3.5062E+6,3.3631E+6,3.1884E+6,3.3173E+6,3.3673E+6,3.1935E+6,3.1294E+6,3.5837E+6,3.2313E+6,3.6457E+6,3.2697E+6,3.2860E+6,3.2907E+6,3.0164E+6,3.3152E+6,3.0977E+6
sp|P51159|RB27A_HUMAN,Ras-related protein Rab-27A OS=Homo sapiens OX=9606 GN=RAB27A PE=1 SV=3,RAB27A,9.2770E+5,9.7776E+5,9.5275E+5,7.4517E+5,8.3162E+5,7.8267E+5,7.3994E+5,7.7106E+5,7.3447E+5,8.0124E+5,8.4968E+5,9.0515E+5,7.5944E+5,8.1294E+5,7.8466E+5,6.9779E+5,7.6595E+5,8.3234E+5
sp|P52948|NUP98_HUMAN,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4,NUP98,9.1342E+6,9.2909E+6,9.1431E+6,9.4393E+6,8.8886E+6,8.4941E+6,7.5997E+6,7.9350E+6,7.6230E+6,8.3880E+6,8.4181E+6,9.7000E+6,8.6136E+6,1.0151E+7,9.9051E+6,7.3132E+6,8.5262E+6,8.1188E+6
sp|P63151|2ABA_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R2A PE=1 SV=1,PPP2R2A,3.3443E+6,3.3654E+6,3.3917E+6,2.8125E+6,2.8589E+6,2.8575E+6,2.7611E+6,2.7357E+6,2.6235E+6,3.4210E+6,3.2871E+6,3.7266E+6,3.1094E+6,3.1409E+6,3.1954E+6,2.9674E+6,3.0313E+6,2.9346E+6
sp|P83369|LSM11_HUMAN,U7 snRNA-associated Sm-like protein LSm11 OS=Homo sapiens OX=9606 GN=LSM11 PE=1 SV=2,LSM11,1.5158E+5,1.7859E+5,2.1298E+5,1.9976E+5,2.1084E+5,1.5897E+5,2.1479E+5,1.1010E+5,1.6542E+5,1.6325E+5,1.3864E+5,1.5409E+5,1.5434E+5,1.7496E+5,1.4085E+5,1.7928E+5,1.3628E+5,1.5839E+5
sp|Q00536|CDK16_HUMAN,Cyclin-dependent kinase 16 OS=Homo sapiens OX=9606 GN=CDK16 PE=1 SV=1,CDK16,1.0193E+6,1.0658E+6,9.6127E+5,9.8924E+5,9.1262E+5,9.6231E+5,9.8227E+5,8.5815E+5,7.2867E+5,1.1405E+6,1.1561E+6,9.8037E+5,7.3925E+5,8.4686E+5,4.8916E+5,8.9741E+5,6.2055E+5,8.4917E+5
sp|Q03001|DYST_HUMAN,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,DST,2.7000E+6,2.2418E+6,2.3866E+6,2.7619E+6,3.0252E+6,2.8820E+6,2.8404E+6,2.6272E+6,2.7697E+6,2.0198E+6,2.1989E+6,2.4704E+6,2.5537E+6,2.5865E+6,3.2865E+6,2.6551E+6,2.6882E+6,2.4180E+6
sp|Q12986|NFX1_HUMAN,Transcriptional repressor NF-X1 OS=Homo sapiens OX=9606 GN=NFX1 PE=1 SV=2,NFX1,1.8034E+6,1.5435E+6,1.5278E+6,2.0328E+6,2.0303E+6,1.8739E+6,1.6300E+6,1.5874E+6,1.5905E+6,1.6651E+6,1.5551E+6,1.5504E+6,2.0776E+6,1.6016E+6,2.1758E+6,1.5055E+6,1.5382E+6,1.4892E+6
sp|Q14693|LPIN1_HUMAN,Phosphatidate phosphatase LPIN1 OS=Homo sapiens OX=9606 GN=LPIN1 PE=1 SV=2,LPIN1,5.1083E+5,2.9188E+5,3.3534E+5,3.4349E+5,3.1154E+5,2.8276E+5,2.9419E+5,3.0076E+5,3.5993E+5,2.8032E+5,2.9011E+5,3.5934E+5,2.7890E+5,3.1323E+5,2.7247E+5,2.5136E+5,2.7173E+5,2.8593E+5
sp|Q15459|SF3A1_HUMAN,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,SF3A1,1.2791E+7,1.2702E+7,1.2725E+7,1.1196E+7,1.0935E+7,1.0963E+7,1.0353E+7,1.0536E+7,1.0305E+7,1.2646E+7,1.2431E+7,1.2902E+7,1.1224E+7,1.1792E+7,1.1553E+7,1.0077E+7,1.0726E+7,1.0750E+7
